age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
53,blue-collar,married,primary,no,21360,yes,no,cellular,158,may,652,2,1285,15,failure,no
31,student,married,secondary,no,12806,no,no,cellular,216,nov,2260,1,183,25,failure,no
30,management,married,tertiary,no,28333,yes,no,cellular,142,mar,2112,1,801,16,other,no
32,management,married,tertiary,no,-2211,no,no,unknown,197,may,2014,8,1360,22,unknown,no
25,admin.,married,secondary,no,9711,yes,no,cellular,157,feb,547,4,698,18,failure,no
65,management,single,tertiary,no,6665,no,no,cellular,140,feb,1597,1,1651,13,unknown,no
60,retired,married,secondary,no,44867,no,no,telephone,199,jan,583,1,1529,17,unknown,no
55,management,married,primary,no,-4300,no,no,telephone,142,jan,2055,1,1565,22,unknown,no
54,blue-collar,married,primary,no,12957,yes,no,unknown,202,may,3107,3,682,13,unknown,no
60,management,married,tertiary,no,-6380,no,no,cellular,162,feb,839,1,1364,19,unknown,no
43,admin.,single,secondary,no,1574,yes,no,unknown,136,may,1137,1,274,14,unknown,no
37,housemaid,married,primary,no,-12664,no,yes,unknown,178,jun,2995,1,1106,13,unknown,no
45,admin.,married,secondary,no,-6899,yes,yes,cellular,121,nov,968,1,174,26,unknown,no
63,blue-collar,married,primary,no,18371,no,no,cellular,179,aug,426,1,1178,19,unknown,no
40,housemaid,married,secondary,no,33663,yes,no,telephone,176,nov,1385,4,1589,11,unknown,no
74,self-employed,married,secondary,no,43907,yes,no,telephone,107,feb,3023,3,912,20,failure,no
42,blue-collar,married,primary,no,14107,yes,no,unknown,218,may,1808,4,189,25,unknown,no
41,technician,single,secondary,no,16047,no,no,cellular,157,aug,2332,2,463,22,unknown,no
58,technician,single,tertiary,no,17101,yes,no,unknown,207,may,1066,3,178,24,unknown,no
53,blue-collar,married,primary,no,27257,yes,no,cellular,114,may,862,3,1931,19,unknown,no
82,technician,married,secondary,no,-2919,no,no,cellular,222,aug,2294,10,1417,11,unknown,no
63,technician,single,secondary,no,4960,no,no,cellular,115,jan,2928,1,1407,16,unknown,no
54,services,married,secondary,no,33807,yes,no,unknown,123,may,2693,1,870,14,unknown,no
74,admin.,divorced,tertiary,no,32178,no,no,cellular,140,jul,1996,1,-26,10,unknown,no
31,services,divorced,tertiary,no,39057,yes,no,unknown,164,may,1908,2,1444,25,unknown,no
37,management,married,secondary,no,50810,no,no,cellular,216,jul,1320,2,396,25,unknown,no
82,technician,married,secondary,no,-9900,yes,no,cellular,118,apr,1335,2,604,15,failure,no
101,retired,married,primary,no,39986,no,no,cellular,132,jul,967,2,958,21,failure,no
89,services,divorced,secondary,no,4871,no,no,cellular,185,feb,3139,1,1709,24,unknown,no
52,unemployed,married,secondary,no,19463,no,no,cellular,182,jan,1425,1,488,22,unknown,no
47,technician,divorced,secondary,no,24791,no,no,cellular,142,aug,1248,4,1244,28,unknown,no
68,services,divorced,secondary,no,34862,yes,yes,cellular,132,apr,494,4,328,30,failure,no
67,entrepreneur,married,secondary,no,47158,no,yes,unknown,217,jun,60,2,1876,25,unknown,no
35,self-employed,married,secondary,no,52825,yes,no,unknown,120,jun,3226,1,1593,11,unknown,no
65,retired,divorced,secondary,no,-10197,no,no,cellular,197,jul,1289,17,-31,12,unknown,no
94,management,married,unknown,no,-7114,no,no,telephone,228,jul,1794,4,360,27,unknown,no
73,admin.,divorced,secondary,no,48946,yes,no,cellular,188,may,618,2,1285,21,unknown,no
21,blue-collar,single,secondary,no,15858,yes,no,cellular,166,may,901,1,1500,11,unknown,no
53,management,single,secondary,no,2819,yes,no,unknown,127,may,2199,3,-80,19,unknown,no
55,unemployed,single,secondary,no,16537,yes,no,cellular,207,apr,461,1,365,24,unknown,no
47,entrepreneur,married,secondary,no,21400,yes,yes,cellular,181,aug,934,8,725,18,unknown,no
36,technician,married,secondary,no,39898,yes,no,cellular,176,apr,1423,3,1398,22,failure,no
59,student,single,unknown,no,43989,yes,no,unknown,194,may,1161,3,1382,16,unknown,no
52,admin.,married,secondary,no,1487,no,no,cellular,124,nov,2188,4,1083,29,unknown,no
43,admin.,single,secondary,no,18338,yes,no,unknown,157,may,718,1,637,18,unknown,no
57,technician,divorced,secondary,no,13618,no,yes,cellular,144,aug,258,1,1632,26,unknown,no
22,entrepreneur,single,unknown,no,50181,yes,no,cellular,199,feb,862,1,797,13,unknown,no
88,management,married,tertiary,no,38163,no,no,unknown,195,jun,2792,2,505,26,unknown,no
92,management,married,secondary,no,37996,yes,no,cellular,197,may,2559,2,1505,23,other,no
71,entrepreneur,married,tertiary,no,22004,yes,no,unknown,151,may,2793,2,755,22,unknown,no
23,technician,single,secondary,no,13106,no,no,cellular,183,may,2915,3,987,16,unknown,no
14,entrepreneur,divorced,tertiary,no,-7037,yes,no,cellular,161,nov,1977,1,305,13,unknown,no
73,blue-collar,single,tertiary,no,45130,no,no,cellular,209,oct,2852,1,822,24,failure,no
15,blue-collar,married,tertiary,no,7251,yes,no,unknown,133,may,3067,1,1439,20,unknown,no
65,technician,divorced,unknown,no,25760,yes,no,cellular,178,may,1350,1,1548,27,unknown,no
39,management,married,tertiary,no,3807,no,no,cellular,178,aug,1467,2,1619,26,unknown,no
75,blue-collar,married,primary,no,-8410,no,yes,cellular,133,jul,289,1,917,18,unknown,no
36,admin.,divorced,secondary,no,-12882,yes,no,cellular,182,jul,982,6,131,19,unknown,no
61,admin.,single,secondary,no,33948,yes,no,cellular,135,apr,505,2,778,13,unknown,no
66,services,married,secondary,no,11194,no,yes,unknown,208,jun,2004,8,323,24,unknown,no
86,blue-collar,divorced,unknown,no,43211,yes,no,cellular,211,may,3294,2,870,24,failure,no
77,blue-collar,married,primary,no,40483,yes,no,cellular,186,may,1144,11,209,29,unknown,no
66,management,single,tertiary,no,-2813,yes,no,cellular,134,jul,812,3,1202,23,unknown,no
68,management,divorced,tertiary,no,-11413,yes,no,cellular,176,may,2661,2,2153,22,failure,no
54,technician,married,secondary,no,-13797,no,yes,cellular,166,aug,452,6,625,11,unknown,no
28,blue-collar,single,secondary,no,34422,no,no,unknown,212,may,1052,2,1804,17,unknown,no
80,blue-collar,married,secondary,no,7064,yes,no,cellular,173,may,255,1,911,18,unknown,no
67,management,single,tertiary,no,36875,yes,yes,cellular,191,may,2361,3,2197,19,failure,no
49,management,divorced,tertiary,no,-2265,no,no,cellular,204,jul,1554,2,467,29,unknown,no
67,services,divorced,secondary,no,13574,yes,no,cellular,147,jul,3475,4,1287,26,unknown,no
102,retired,married,secondary,no,20167,no,no,telephone,161,dec,2323,1,67,27,unknown,no
51,self-employed,married,unknown,no,14584,yes,no,telephone,141,jul,2916,4,1151,23,unknown,no
86,blue-collar,single,secondary,no,-12954,no,no,cellular,120,nov,1951,1,200,26,unknown,no
35,management,single,tertiary,no,29346,yes,yes,cellular,176,jul,872,3,14,20,unknown,no
39,services,married,secondary,no,43657,yes,no,cellular,221,jan,1027,1,302,28,other,no
41,blue-collar,single,secondary,no,15796,yes,no,unknown,165,may,2255,1,1603,17,unknown,no
76,admin.,married,secondary,no,-12752,yes,yes,cellular,150,oct,1149,1,729,17,failure,no
20,technician,single,tertiary,no,-5108,yes,no,cellular,164,may,2630,1,2014,15,success,no
73,entrepreneur,married,secondary,no,-18786,no,yes,cellular,132,jul,2590,1,520,28,unknown,no
71,management,married,tertiary,no,-5309,yes,no,cellular,124,aug,1818,5,-74,19,unknown,no
69,blue-collar,married,primary,no,17714,no,no,unknown,162,jun,1739,1,761,16,unknown,no
74,unemployed,single,secondary,no,36158,no,no,cellular,216,jan,3082,1,1446,18,other,no
78,services,married,secondary,no,26895,yes,no,unknown,167,may,2180,1,1272,29,unknown,no
73,blue-collar,married,primary,no,3390,yes,no,cellular,136,jul,1587,13,331,28,unknown,no
34,technician,married,secondary,no,-5648,no,no,cellular,182,apr,1855,1,839,13,unknown,no
52,management,single,tertiary,no,35721,no,no,cellular,175,nov,2598,2,1771,26,unknown,no
35,technician,married,secondary,no,-4724,no,no,cellular,124,nov,2205,2,1873,21,unknown,no
64,unemployed,married,secondary,no,-16469,yes,no,unknown,129,may,2121,2,89,17,unknown,no
87,admin.,married,secondary,no,-8336,yes,no,unknown,158,may,2726,2,-36,27,unknown,no
57,blue-collar,married,unknown,no,37359,no,no,cellular,195,aug,483,2,1804,23,unknown,no
31,management,married,secondary,no,15694,yes,no,cellular,187,may,2409,6,1492,27,unknown,no
25,technician,married,secondary,no,-1335,yes,no,unknown,180,may,2482,1,390,18,unknown,no
44,housemaid,married,secondary,no,-4020,no,no,cellular,167,aug,2504,1,1436,28,unknown,no
72,management,single,tertiary,no,43212,no,no,cellular,131,aug,2131,7,1952,25,unknown,no
63,technician,single,secondary,no,38673,yes,yes,unknown,202,may,814,2,1331,26,unknown,no
69,blue-collar,married,primary,no,41759,no,no,cellular,173,jan,1825,1,120,20,unknown,no
48,services,married,secondary,no,32524,yes,no,telephone,148,jul,2479,1,775,16,unknown,no
71,self-employed,married,secondary,no,4374,no,no,cellular,217,aug,1137,6,716,14,unknown,no
15,management,married,tertiary,no,17789,yes,yes,cellular,165,jul,1831,1,451,26,unknown,no
99,management,married,tertiary,no,21463,yes,no,cellular,140,nov,1636,2,1391,18,failure,no
31,management,married,tertiary,no,41747,yes,no,cellular,144,nov,774,1,1432,29,unknown,no
8,admin.,single,secondary,no,34723,yes,no,unknown,119,may,1137,2,-76,25,unknown,no
67,technician,married,secondary,no,-10809,yes,yes,unknown,206,may,680,2,753,22,unknown,no
65,blue-collar,divorced,primary,no,-12403,no,no,unknown,158,jun,722,2,864,12,unknown,no
24,management,married,tertiary,no,27649,yes,no,unknown,121,jun,3350,11,1406,26,unknown,no
58,admin.,married,primary,no,36760,no,yes,telephone,218,jul,1227,15,1055,17,unknown,no
33,admin.,single,secondary,no,29399,yes,no,cellular,174,nov,1407,1,-37,14,unknown,no
37,management,single,tertiary,no,27431,no,no,cellular,138,feb,1171,2,975,17,unknown,no
33,technician,married,unknown,no,32843,yes,yes,unknown,198,may,2648,2,1201,22,unknown,no
80,management,married,tertiary,no,35783,no,no,cellular,203,nov,701,2,968,21,unknown,no
79,management,single,tertiary,no,45021,yes,no,cellular,210,may,1933,2,409,30,failure,no
44,blue-collar,married,primary,no,82952,no,no,cellular,134,aug,2991,3,1782,13,unknown,no
74,entrepreneur,married,secondary,no,50109,yes,no,unknown,125,may,980,2,135,13,unknown,no
65,housemaid,married,secondary,no,-12143,no,no,cellular,150,may,2388,1,534,10,unknown,no
65,services,single,secondary,no,40087,no,yes,cellular,174,jan,2871,2,809,31,failure,no
92,management,married,secondary,no,-11114,no,no,unknown,160,jun,2784,1,1352,13,unknown,no
97,management,married,secondary,yes,50329,yes,no,cellular,150,nov,1546,1,867,20,unknown,no
31,blue-collar,married,primary,no,43283,yes,no,unknown,177,may,539,3,601,26,unknown,no
39,management,married,tertiary,no,-8961,no,no,cellular,208,aug,1306,5,15,20,unknown,no
34,management,single,tertiary,no,2104,no,no,cellular,178,nov,474,1,1538,18,unknown,no
43,self-employed,married,secondary,no,11878,no,no,cellular,172,jul,2292,1,19,11,unknown,no
49,admin.,single,secondary,no,-8660,yes,no,unknown,213,jun,2459,1,245,27,unknown,no
41,blue-collar,single,secondary,no,-8400,yes,no,telephone,186,may,2716,1,1759,11,unknown,no
61,management,married,tertiary,no,25151,no,no,cellular,160,jan,1530,2,1223,20,unknown,no
17,services,divorced,secondary,yes,39688,yes,no,unknown,206,may,1456,4,1418,15,unknown,no
24,entrepreneur,married,tertiary,no,-18716,no,no,cellular,197,aug,2929,4,184,24,unknown,no
63,technician,married,tertiary,no,39922,yes,yes,cellular,171,apr,725,1,1008,19,unknown,no
71,entrepreneur,divorced,tertiary,no,-8312,no,no,cellular,120,apr,2742,1,475,19,success,no
35,admin.,married,secondary,no,30239,no,no,cellular,116,aug,192,2,1102,11,unknown,no
37,management,married,tertiary,no,43255,no,no,unknown,196,jun,1893,5,1853,25,unknown,no
58,unemployed,single,tertiary,no,41845,no,no,cellular,190,jan,2900,1,1085,27,unknown,no
46,housemaid,married,primary,no,13950,no,no,cellular,173,aug,2781,1,593,13,unknown,no
48,blue-collar,married,primary,no,5401,yes,no,unknown,172,may,2131,3,319,20,unknown,no
82,admin.,married,secondary,no,22511,yes,no,unknown,115,may,2124,3,570,18,unknown,no
37,housemaid,married,primary,no,-3956,no,no,unknown,187,jun,2420,7,1605,24,unknown,no
36,technician,divorced,secondary,no,-11844,yes,no,unknown,167,may,2384,1,562,13,unknown,no
39,management,married,tertiary,no,7367,yes,no,cellular,176,jul,183,3,1278,20,unknown,no
59,services,divorced,secondary,no,-12815,yes,no,cellular,200,jul,2742,14,1544,16,unknown,no
75,blue-collar,married,secondary,no,-14671,yes,no,cellular,214,apr,1483,1,1081,26,unknown,no
53,blue-collar,married,primary,no,23651,yes,no,unknown,149,jun,2971,18,245,24,unknown,no
18,management,married,tertiary,no,24513,yes,no,cellular,175,jan,1564,1,1956,38,other,no
68,management,married,tertiary,no,43723,yes,no,cellular,171,may,941,1,1943,19,unknown,no
46,admin.,divorced,secondary,no,15026,yes,no,cellular,122,may,2414,1,430,24,unknown,no
81,technician,married,secondary,no,48450,yes,no,unknown,155,may,2502,3,368,23,unknown,no
46,management,married,tertiary,no,39600,yes,no,unknown,207,may,1415,1,279,14,unknown,no
78,management,married,tertiary,no,-16808,yes,no,cellular,151,feb,1482,1,1311,13,unknown,no
80,technician,single,tertiary,no,-2966,yes,no,cellular,136,may,2692,2,1848,12,unknown,no
84,technician,married,tertiary,no,33292,no,no,cellular,195,aug,1649,4,1568,22,unknown,no
50,blue-collar,married,secondary,no,49583,yes,no,telephone,125,feb,1155,8,349,22,unknown,no
80,unemployed,single,tertiary,no,42371,no,no,telephone,150,feb,999,1,1107,28,unknown,no
78,management,married,tertiary,no,22454,yes,no,unknown,170,may,2034,3,1485,18,unknown,no
77,student,single,secondary,no,1261,yes,no,cellular,185,may,1303,1,429,24,unknown,no
69,housemaid,married,primary,no,29577,no,no,unknown,150,jun,1691,3,1016,17,unknown,no
54,management,married,tertiary,no,19647,no,no,cellular,136,aug,2667,2,800,12,unknown,no
85,management,single,tertiary,no,47878,no,yes,cellular,163,jul,835,2,1734,12,unknown,no
58,unemployed,single,secondary,no,23616,no,no,cellular,220,jul,1852,3,1841,20,unknown,no
87,services,married,secondary,no,14204,yes,no,unknown,149,may,2968,2,1203,27,unknown,no
75,management,single,tertiary,no,3577,no,no,cellular,195,aug,1780,6,1647,28,unknown,no
45,technician,divorced,secondary,no,17389,no,no,cellular,184,feb,2373,4,1882,27,unknown,no
46,management,single,tertiary,no,-13792,no,no,cellular,144,aug,3054,1,861,10,unknown,no
49,management,married,tertiary,no,73512,yes,yes,cellular,170,may,2853,1,905,30,other,no
43,retired,married,secondary,no,-11206,yes,no,unknown,127,may,2399,1,490,19,unknown,no
64,blue-collar,single,primary,no,15984,yes,no,unknown,197,may,1798,1,1249,14,unknown,no
38,admin.,married,secondary,no,-8430,yes,yes,unknown,186,may,1898,1,854,11,unknown,no
74,blue-collar,married,primary,no,20702,no,no,cellular,158,aug,2373,3,138,16,unknown,no
57,blue-collar,married,unknown,no,16692,yes,no,telephone,174,jul,2249,3,494,10,unknown,no
87,admin.,married,secondary,no,13474,yes,no,cellular,136,jan,2850,4,383,17,other,no
31,blue-collar,married,primary,no,-11273,no,no,cellular,184,apr,2230,1,486,18,unknown,no
69,services,married,secondary,no,1861,no,no,telephone,219,jul,2743,6,71,15,unknown,no
48,technician,single,secondary,no,-711,no,no,cellular,121,feb,1743,14,516,28,unknown,no
92,technician,single,secondary,no,-10476,yes,no,unknown,114,may,3124,1,1451,17,unknown,no
27,management,married,tertiary,no,11979,no,no,cellular,194,nov,2050,1,148,21,unknown,no
51,management,married,secondary,no,-9470,no,no,telephone,171,jul,1835,1,1234,28,unknown,no
72,management,single,tertiary,no,-10768,no,no,cellular,188,jan,1018,2,1476,14,unknown,no
78,blue-collar,married,primary,no,-7801,yes,no,unknown,154,may,2250,2,1513,11,unknown,no
52,management,single,tertiary,no,23624,no,no,cellular,160,apr,1067,3,334,22,unknown,no
74,services,single,secondary,no,35640,yes,no,cellular,194,may,2102,3,1792,26,unknown,no
72,technician,married,secondary,no,10287,yes,yes,cellular,191,nov,1864,1,491,12,failure,no
21,services,married,secondary,no,51589,yes,no,cellular,132,apr,1337,1,1373,16,unknown,no
20,services,divorced,secondary,no,42058,yes,yes,unknown,209,may,2714,1,244,15,unknown,no
50,entrepreneur,married,secondary,no,-1634,yes,no,cellular,216,apr,2221,2,154,25,unknown,no
95,management,married,tertiary,no,28458,yes,no,unknown,142,may,2873,1,82,28,unknown,no
71,blue-collar,divorced,primary,yes,44674,no,no,cellular,133,jul,1012,3,1453,22,unknown,no
31,admin.,single,secondary,no,-6396,yes,no,cellular,152,may,673,5,336,15,unknown,no
64,management,married,tertiary,no,35,no,no,cellular,192,aug,763,1,1388,16,unknown,no
89,blue-collar,married,primary,no,-15805,no,no,cellular,164,aug,2027,5,1155,12,unknown,no
99,management,married,primary,no,40136,yes,no,unknown,122,jun,2824,3,1069,23,unknown,no
52,blue-collar,single,tertiary,no,29864,no,yes,cellular,132,jul,187,2,389,27,unknown,no
23,self-employed,single,primary,no,4434,yes,no,unknown,162,may,135,8,1675,28,unknown,no
72,self-employed,married,tertiary,no,15498,no,no,cellular,136,mar,172,2,901,22,unknown,no
80,blue-collar,married,secondary,no,-9681,yes,yes,cellular,182,apr,1242,2,407,27,failure,no
69,student,single,secondary,no,22863,yes,no,cellular,137,may,2588,1,1045,26,failure,no
43,self-employed,married,secondary,no,31492,yes,yes,cellular,212,may,1395,4,1357,29,unknown,no
18,management,single,tertiary,no,16720,no,no,cellular,141,apr,345,1,493,31,other,no
16,management,married,tertiary,no,19386,no,no,unknown,162,may,1391,3,679,17,unknown,no
35,blue-collar,single,secondary,no,32901,yes,no,cellular,206,apr,1594,1,578,28,unknown,no
62,management,single,tertiary,no,34505,yes,no,unknown,126,may,1378,6,881,10,unknown,no
57,management,single,unknown,no,36750,no,no,cellular,163,feb,2397,5,527,13,failure,no
35,blue-collar,married,secondary,no,2135,yes,no,unknown,194,jun,1401,1,219,15,unknown,no
29,technician,married,secondary,no,5159,yes,no,unknown,135,may,2731,2,729,20,unknown,no
105,retired,divorced,primary,no,4003,no,no,cellular,192,aug,1957,3,1924,14,unknown,no
85,management,divorced,tertiary,no,3069,no,no,cellular,209,aug,2077,2,-85,23,unknown,no
48,services,married,secondary,no,47728,yes,yes,unknown,172,jun,1490,1,-8,15,unknown,no
51,technician,single,secondary,no,4742,no,no,cellular,137,sep,2894,2,883,30,failure,no
28,management,married,tertiary,no,43931,no,yes,unknown,150,oct,698,1,1813,16,unknown,no
98,services,single,secondary,no,47501,yes,no,cellular,192,jul,1758,2,847,28,unknown,no
25,technician,married,secondary,no,51919,yes,no,cellular,173,feb,780,5,1211,10,unknown,no
76,self-employed,married,secondary,no,25390,yes,no,unknown,178,may,1687,5,1321,12,unknown,no
51,retired,married,tertiary,no,22171,no,yes,cellular,204,jul,2577,5,1021,13,unknown,no
68,technician,divorced,secondary,no,43082,yes,no,cellular,110,feb,795,8,1725,11,unknown,no
69,blue-collar,single,secondary,no,-14240,yes,no,telephone,203,may,1647,7,2168,31,failure,no
36,services,single,secondary,no,49114,yes,no,cellular,180,jul,1412,2,413,11,unknown,no
21,technician,married,secondary,no,41709,no,yes,cellular,183,nov,876,2,1084,26,failure,no
37,technician,married,tertiary,no,-9107,no,no,cellular,138,aug,683,8,-82,14,unknown,no
31,technician,married,secondary,no,42969,yes,no,cellular,182,feb,1255,1,913,17,failure,no
36,admin.,married,secondary,no,-10857,yes,no,unknown,215,may,1603,1,60,23,unknown,no
55,blue-collar,married,primary,no,33060,yes,no,cellular,213,nov,184,2,981,26,unknown,no
37,management,married,primary,no,-3454,yes,no,cellular,144,may,2116,1,269,13,failure,no
70,services,married,secondary,no,-12568,yes,yes,unknown,174,may,1657,1,840,29,unknown,no
50,technician,married,secondary,no,-10079,no,yes,cellular,215,aug,605,5,-65,16,unknown,no
70,technician,divorced,secondary,no,4418,yes,yes,cellular,198,apr,1380,1,167,17,unknown,no
33,management,married,tertiary,no,-3421,yes,no,unknown,165,jun,2372,1,842,27,unknown,no
55,entrepreneur,married,secondary,no,-17206,yes,no,telephone,217,jul,774,2,563,18,unknown,no
74,blue-collar,married,secondary,no,39042,yes,no,cellular,141,apr,583,1,-57,28,unknown,no
41,management,married,tertiary,no,-9479,yes,no,cellular,161,may,1836,2,783,14,unknown,no
41,housemaid,married,primary,no,-8,no,no,unknown,186,jun,1045,1,884,19,unknown,no
79,admin.,married,primary,no,-10630,yes,no,cellular,179,may,2025,2,857,11,unknown,no
19,technician,single,secondary,no,-4125,yes,no,cellular,182,nov,2496,1,831,12,unknown,no
93,management,married,tertiary,no,2231,no,no,cellular,169,aug,1681,1,411,22,unknown,no
71,blue-collar,married,secondary,no,7675,yes,no,unknown,164,may,2635,7,1533,14,unknown,no
94,blue-collar,married,primary,yes,39679,no,yes,telephone,135,jul,819,4,336,25,unknown,no
70,management,married,secondary,no,-12237,no,no,cellular,152,aug,1855,2,1690,21,unknown,no
46,self-employed,married,secondary,no,28736,yes,no,cellular,204,jul,2179,1,805,12,unknown,no
72,management,single,secondary,no,47395,yes,no,unknown,115,may,2663,2,1545,14,unknown,no
55,admin.,married,primary,no,18568,yes,no,unknown,139,may,2682,2,1782,26,unknown,no
58,blue-collar,married,secondary,no,-2987,yes,yes,cellular,106,feb,2463,1,174,19,other,no
43,management,married,secondary,no,55148,yes,no,cellular,191,may,846,2,2144,27,other,no
87,services,married,primary,no,32992,yes,no,cellular,191,jul,1884,11,54,21,unknown,no
108,retired,married,secondary,no,65394,no,no,cellular,145,feb,484,1,118,18,unknown,no
35,blue-collar,married,secondary,no,41210,yes,no,unknown,155,may,1780,1,1015,23,unknown,no
70,blue-collar,married,secondary,no,-7686,no,yes,cellular,133,feb,1771,2,1494,27,unknown,no
64,retired,married,tertiary,no,398,yes,no,cellular,122,jul,1536,1,1665,21,unknown,no
19,admin.,married,secondary,no,-11394,yes,no,cellular,166,may,3127,2,922,14,unknown,no
67,admin.,single,secondary,no,1041,yes,no,cellular,147,apr,1057,1,436,20,unknown,no
21,management,married,tertiary,no,-6769,yes,no,cellular,203,aug,463,16,778,23,unknown,no
36,management,married,tertiary,no,39346,no,no,cellular,136,may,1218,1,644,27,unknown,no
57,management,married,tertiary,no,50023,no,no,cellular,220,aug,719,4,-45,20,unknown,no
73,management,married,tertiary,no,2586,no,no,cellular,143,nov,2187,1,300,11,unknown,no
54,blue-collar,married,secondary,no,-13307,yes,no,unknown,120,jun,1200,1,1895,15,unknown,no
67,technician,married,primary,no,33456,yes,yes,unknown,148,may,1367,10,116,15,unknown,no
63,admin.,married,secondary,no,2421,yes,no,unknown,137,may,3101,1,44,22,unknown,no
65,blue-collar,married,primary,no,41649,no,no,cellular,205,aug,2397,10,210,14,unknown,no
25,unemployed,married,secondary,no,-13862,yes,yes,cellular,219,jul,2771,4,1414,13,unknown,no
37,student,single,secondary,no,46388,no,no,telephone,133,oct,779,2,2117,13,other,no
75,housemaid,married,primary,no,32688,no,no,cellular,152,aug,2939,5,41,23,unknown,no
31,services,single,secondary,no,-14114,yes,no,cellular,150,jan,2635,2,1871,18,success,no
56,management,single,tertiary,no,36829,yes,no,unknown,139,may,3027,4,245,23,unknown,no
69,admin.,married,secondary,no,30599,yes,no,cellular,200,apr,1364,3,1635,26,unknown,no
114,retired,married,unknown,no,8056,no,no,telephone,164,aug,1394,1,1862,24,other,no
66,services,single,secondary,no,37148,yes,no,unknown,217,may,2910,2,-33,28,unknown,no
67,unemployed,married,secondary,no,13482,yes,no,telephone,167,feb,572,6,1717,17,unknown,no
52,entrepreneur,married,primary,no,14466,yes,no,cellular,198,nov,1766,3,1406,20,failure,no
83,services,married,secondary,no,36550,yes,no,cellular,118,may,2616,3,1929,12,unknown,no
75,retired,married,unknown,no,-12713,no,no,telephone,152,apr,337,3,1028,27,unknown,no
78,management,married,tertiary,no,42203,no,no,cellular,122,nov,1709,1,1817,26,unknown,no
73,management,married,primary,no,28430,no,no,cellular,167,jan,2863,2,-10,11,unknown,no
77,blue-collar,married,primary,no,25792,yes,yes,telephone,131,nov,236,1,1379,19,unknown,no
25,technician,single,secondary,no,12264,no,no,cellular,152,sep,1835,7,408,23,other,no
23,technician,single,secondary,no,13229,yes,no,unknown,172,may,699,1,246,26,unknown,no
35,services,married,tertiary,no,40940,no,no,cellular,145,feb,2820,1,918,24,unknown,no
54,blue-collar,divorced,secondary,yes,-17692,yes,no,unknown,133,jun,1470,20,1255,18,unknown,no
42,services,single,secondary,no,27029,yes,no,unknown,156,may,765,4,655,19,unknown,no
22,technician,married,tertiary,no,25105,no,no,cellular,205,aug,356,2,-40,17,unknown,no
11,services,single,secondary,no,-3627,no,no,cellular,215,jul,2586,2,1806,17,unknown,no
39,blue-collar,married,primary,no,-12865,yes,no,unknown,161,jul,760,1,1106,27,unknown,no
78,retired,married,secondary,no,-9412,yes,no,cellular,137,aug,878,5,1755,23,unknown,no
70,unknown,divorced,unknown,no,47383,no,no,unknown,139,may,1765,3,754,24,unknown,no
45,services,single,secondary,no,35643,yes,no,cellular,212,jul,2898,2,873,16,unknown,no
42,unemployed,single,secondary,no,32427,yes,no,unknown,165,may,1817,3,472,29,unknown,no
31,blue-collar,married,secondary,no,-5494,yes,no,unknown,184,jun,312,1,34,25,unknown,no
33,management,single,tertiary,no,48065,no,no,telephone,160,feb,2409,1,1444,26,unknown,no
38,housemaid,married,tertiary,no,8481,yes,no,unknown,114,jun,2353,2,-63,19,unknown,no
23,admin.,divorced,secondary,no,10733,no,yes,cellular,195,jul,906,2,1251,16,unknown,no
75,management,single,tertiary,no,-5738,yes,no,unknown,190,may,293,2,1548,11,unknown,no
69,management,married,tertiary,no,22318,yes,no,cellular,190,may,2583,2,529,21,failure,no
36,housemaid,married,primary,yes,11824,no,no,cellular,191,jul,1253,4,1339,13,unknown,no
29,housemaid,divorced,secondary,no,-19187,yes,no,cellular,213,apr,1337,2,653,17,unknown,no
27,admin.,divorced,secondary,no,-13092,yes,no,cellular,194,may,3022,3,1381,21,failure,no
58,entrepreneur,married,tertiary,no,10534,no,no,cellular,202,jul,1750,2,146,23,unknown,no
41,technician,married,tertiary,no,31847,no,no,cellular,173,may,3143,1,692,19,failure,no
49,technician,married,secondary,no,32345,yes,no,cellular,204,jul,2686,6,877,23,unknown,no
98,technician,married,secondary,no,29482,no,no,cellular,192,feb,1723,8,409,26,other,no
39,technician,single,secondary,no,30739,no,no,cellular,132,jul,2273,7,694,18,unknown,no
78,blue-collar,single,secondary,no,30035,yes,yes,cellular,133,may,1001,1,1184,19,failure,no
24,admin.,married,secondary,no,7874,no,no,cellular,181,aug,2506,2,67,27,unknown,no
122,retired,divorced,primary,no,2160,no,no,cellular,191,sep,1429,2,593,20,unknown,no
36,self-employed,married,primary,no,47032,no,no,cellular,200,aug,1490,8,269,27,unknown,no
55,blue-collar,married,primary,no,19203,yes,no,unknown,178,may,2418,2,1017,25,unknown,no
45,blue-collar,married,secondary,no,28179,no,no,unknown,214,jun,939,1,1434,18,unknown,no
46,technician,married,secondary,no,10786,no,no,cellular,169,aug,1867,2,1093,14,unknown,no
66,entrepreneur,married,unknown,no,-275,yes,no,cellular,206,nov,887,1,1252,12,failure,no
47,technician,married,secondary,no,16481,yes,no,cellular,130,jul,3157,2,775,15,unknown,no
61,admin.,single,secondary,no,36334,no,no,unknown,157,jun,947,3,1676,20,unknown,no
79,management,married,tertiary,no,28497,yes,yes,telephone,157,may,1895,5,477,13,unknown,no
102,retired,married,secondary,no,35434,yes,no,unknown,170,may,2968,7,226,27,unknown,no
