age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
30,Private,26574,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,59,United-States,<=50K
31,Private,143084,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,135,111,42,Philippines,<=50K
57,Private,235936,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
41,Private,456942,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,1170,0,34,United-States,<=50K
25,State-gov,222238,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,45,United-States,<=50K
32,Private,237423,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
30,Federal-gov,240358,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Male,1441,0,50,United-States,<=50K
47,Private,233314,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,39,United-States,<=50K
27,Private,301841,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States,<=50K
39,Private,284555,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1276,0,48,United-States,>50K
65,Private,88848,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,49,South,>50K
43,Private,317183,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
45,Private,140903,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
48,Private,206721,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,39,Columbia,<=50K
32,?,250695,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50K
44,Private,168080,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United-States,<=50K
44,State-gov,50668,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,41,United-States,<=50K
30,Private,392923,11th,7,Divorced,Craft-repair,Own-child,White,Male,0,0,41,United-States,<=50K
35,Private,247869,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
41,?,256906,7th-8th,4,Divorced,?,Unmarried,Black,Female,1357,0,35,United-States,<=50K
45,Private,246432,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,Private,228385,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,122,37,United-States,<=50K
55,Private,457245,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,1703,0,40,United-States,<=50K
28,Private,53858,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,42,United-States,<=50K
25,Private,134485,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,602,0,29,United-States,<=50K
40,State-gov,193395,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,158,40,United-States,<=50K
64,Private,185677,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K
42,Private,96831,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,United-States,>50K
24,Private,138887,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
27,Local-gov,147918,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,37,United-States,<=50K
33,Private,60977,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,33,United-States,<=50K
31,Local-gov,150071,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,<=50K
28,Private,207208,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,1546,0,30,United-States,<=50K
33,Private,128419,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,37,Laos,<=50K
43,Federal-gov,298790,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
57,Private,252303,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,38,United-States,<=50K
40,Private,184967,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,20,0,61,?,<=50K
49,Private,155890,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,674,0,49,United-States,<=50K
47,Private,162990,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,1481,0,50,England,>50K
31,Private,135958,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
27,Private,219621,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,<=50K
30,Private,328024,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
63,Self-emp-not-inc,181105,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,68,United-States,<=50K
28,Private,148285,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States,<=50K
46,Private,137410,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,42,United-States,<=50K
22,Private,121128,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States,<=50K
65,Federal-gov,274462,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,>50K
44,Private,493600,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
63,Private,243653,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,<=50K
38,Private,325562,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,110443,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,44,United-States,<=50K
45,Private,185702,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,43,United-States,<=50K
34,State-gov,164947,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,786,0,49,United-States,<=50K
26,Private,138234,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
37,Private,189875,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,35,44,United-States,>50K
47,Local-gov,123507,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K
59,Private,113754,Masters,14,Widowed,Sales,Not-in-family,White,Female,0,0,26,United-States,<=50K
36,Federal-gov,58778,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,39,United-States,<=50K
30,Private,191263,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,50,?,<=50K
45,?,231884,Some-college,10,Widowed,?,Unmarried,Black,Female,0,154,19,United-States,<=50K
41,Private,118718,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,19,United-States,>50K
24,Private,161382,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
32,Self-emp-not-inc,372644,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,22,United-States,<=50K
63,Self-emp-not-inc,118059,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
44,Private,219425,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
28,Private,184788,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,145,38,United-States,<=50K
63,Private,128892,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,>50K
32,Self-emp-not-inc,145726,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,0,164,47,Ecuador,>50K
55,Private,298261,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,1893,0,49,United-States,<=50K
47,Private,157721,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K
68,?,34898,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,37,United-States,<=50K
51,Local-gov,244645,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,43,United-States,<=50K
23,Private,66390,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,<=50K
36,Private,107328,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,34,United-States,>50K
59,Private,124295,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,15,37,Italy,<=50K
45,Private,102277,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,42,Philippines,<=50K
45,Local-gov,172170,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
69,Self-emp-inc,120338,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,28784,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,1102,0,55,United-States,<=50K
31,Private,68139,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,14,United-States,<=50K
52,Private,132985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,288,0,44,United-States,<=50K
40,Private,164222,Some-college,10,Widowed,Other-service,Other-relative,Black,Female,203,0,45,Haiti,<=50K
26,Private,217714,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,1964,0,40,United-States,<=50K
50,Self-emp-not-inc,29138,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,49,United-States,<=50K
37,Private,172956,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
64,?,629930,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,7,United-States,>50K
28,Private,183146,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1629,0,44,United-States,>50K
67,Private,269352,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
30,Private,105234,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
40,Self-emp-not-inc,155069,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,62,29,United-States,<=50K
56,Private,155292,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States,<=50K
26,Private,108451,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,1407,0,50,?,<=50K
35,Self-emp-not-inc,376952,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,146371,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,>50K
30,Local-gov,394449,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,24,United-States,<=50K
51,Private,202192,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,27,United-States,<=50K
31,Local-gov,27795,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,58,United-States,>50K
54,Private,203147,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,180321,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,47,United-States,<=50K
30,Private,140609,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
25,Private,529621,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,United-States,<=50K
32,Private,187220,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,173871,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,243,0,46,United-States,<=50K
28,Private,308135,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,39,United-States,<=50K
59,Private,214649,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
49,Private,171256,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,>50K
31,Private,149247,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
38,Private,215166,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,130,41,United-States,<=50K
43,Federal-gov,307875,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,38,United-States,<=50K
43,Private,195125,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Female,0,0,41,United-States,<=50K
45,Private,114552,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,42,Philippines,<=50K
37,Private,289441,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,155,37,United-States,<=50K
49,Private,261407,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
46,?,182832,HS-grad,9,Separated,?,Unmarried,White,Male,0,0,38,United-States,<=50K
21,Private,157547,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,15,United-States,<=50K
33,Private,208107,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
32,Private,100518,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,37,United-States,<=50K
35,Private,182668,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,780,0,44,United-States,>50K
34,Private,22415,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
22,Private,491909,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,6,37,Mexico,<=50K
31,Private,314515,Some-college,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,37,Taiwan,<=50K
61,Self-emp-inc,205486,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,>50K
60,Self-emp-not-inc,104582,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,64,24,United-States,>50K
90,?,84420,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,194,3,United-States,<=50K
27,Private,194818,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,1851,0,58,United-States,<=50K
33,State-gov,587156,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
39,Private,211772,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
22,Private,23141,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,32,United-States,<=50K
21,Private,398265,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
47,Private,191790,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,42,United-States,<=50K
24,Private,192060,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,23,United-States,<=50K
31,State-gov,51364,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,<=50K
52,Self-emp-not-inc,142750,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1553,0,60,United-States,<=50K
59,Self-emp-not-inc,61601,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,68,37,32,United-States,<=50K
46,Private,155051,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,42,Germany,<=50K
62,Private,170089,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,>50K
40,Private,314553,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,53,United-States,>50K
59,Private,67135,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
41,Private,216051,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,51,United-States,>50K
35,Private,218231,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,58,United-States,>50K
43,Local-gov,322926,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
35,Private,394145,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,90,53,United-States,>50K
41,Private,246201,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,31,Guatemala,>50K
29,Private,303621,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,55,United-States,<=50K
22,Private,159989,11th,7,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
19,Private,96185,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,26,United-States,<=50K
53,Private,203185,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
44,Private,118349,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
29,Local-gov,147907,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,304855,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
51,Self-emp-not-inc,178808,Some-college,10,Separated,Sales,Unmarried,White,Female,0,10,50,United-States,<=50K
26,Private,225338,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,34,El-Salvador,<=50K
75,Self-emp-not-inc,51137,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
25,Private,42155,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,1298,0,61,United-States,>50K
23,Private,199986,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,872,0,44,United-States,<=50K
29,Private,202202,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,Mexico,<=50K
32,Private,171195,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,42,United-States,<=50K
42,Self-emp-not-inc,186684,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
32,Private,36464,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
67,Self-emp-inc,283303,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
47,Private,336848,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,11,Mexico,<=50K
52,Private,198406,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,37,United-States,<=50K
25,Private,200297,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,37,United-States,<=50K
27,Private,501085,Bachelors,13,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,<=50K
73,State-gov,159325,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,18,United-States,<=50K
44,Self-emp-not-inc,57145,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
48,Private,189197,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
34,Private,213175,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
51,Private,43233,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,158,46,United-States,<=50K
44,Private,222590,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,32,Haiti,>50K
35,Private,84334,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,39,United-States,<=50K
49,Private,216127,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K
25,Private,228016,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,1682,0,37,United-States,<=50K
43,Private,149912,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,44,Philippines,>50K
41,Federal-gov,117970,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,42,United-States,<=50K
30,Private,212790,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,1669,0,49,United-States,<=50K
23,Private,96360,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
46,Private,203670,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,42,United-States,<=50K
53,Self-emp-inc,410635,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1810,0,48,United-States,>50K
26,Private,151376,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,<=50K
37,State-gov,215399,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,350551,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,42,United-States,<=50K
25,Private,188154,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,175,0,28,United-States,<=50K
25,Private,276388,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
38,Private,157176,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,1253,0,63,United-States,>50K
57,Private,132369,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,59,United-States,>50K
49,Private,250476,Bachelors,13,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
43,Private,188867,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,United-States,>50K
51,State-gov,51421,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,1046,138,43,United-States,<=50K
26,Private,52757,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,180,0,41,El-Salvador,<=50K
44,Private,102110,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,53,United-States,>50K
32,Private,317571,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
31,Private,138278,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,1285,0,49,United-States,>50K
48,Federal-gov,246769,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K
43,Local-gov,195142,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
27,Private,257315,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,305490,1st-4th,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
34,Private,283569,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,Yugoslavia,>50K
41,Private,185038,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
37,Private,291775,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,43,United-States,<=50K
65,Private,157796,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,154,3,United-States,<=50K
54,Local-gov,429885,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,>50K
56,Self-emp-not-inc,97992,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,>50K
46,Private,210350,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,0,183,36,United-States,<=50K
25,Private,276787,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,39,United-States,<=50K
33,?,297645,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,43,United-States,<=50K
55,Private,196740,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,85,55,United-States,<=50K
26,Private,269308,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,99,0,27,United-States,<=50K
54,Private,174481,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,1709,12,42,United-States,<=50K
28,Private,91553,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,42,United-States,<=50K
47,Private,216613,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,82,United-States,>50K
49,Private,255383,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,>50K
52,Self-emp-not-inc,284366,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
32,?,209441,HS-grad,9,Married-spouse-absent,?,Unmarried,Black,Female,777,0,40,Haiti,<=50K
25,Private,151020,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,910,0,43,United-States,<=50K
76,Self-emp-not-inc,120211,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,27,United-States,<=50K
48,Self-emp-not-inc,235519,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,56,United-States,<=50K
64,?,70748,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,1257,0,39,United-States,<=50K
28,Private,486874,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,302555,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,>50K
35,Self-emp-not-inc,386906,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,25,0,48,United-States,<=50K
42,Private,209598,10th,6,Divorced,Other-service,Unmarried,Black,Female,0,142,37,United-States,<=50K
34,Federal-gov,107004,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,<=50K
37,Private,49018,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,153188,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,1931,117,41,United-States,<=50K
49,Private,174560,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
38,Private,89029,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,95527,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,21,United-States,<=50K
37,Private,172918,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,41,United-States,<=50K
30,Private,205126,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,44,United-States,<=50K
47,State-gov,172344,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,42,United-States,<=50K
31,Private,235913,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,53,United-States,<=50K
33,Private,103653,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,?,<=50K
22,Private,38764,12th,8,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
37,Self-emp-not-inc,192709,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
37,Private,185584,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,47,United-States,<=50K
45,Private,31389,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
41,Private,199058,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,49,United-States,<=50K
41,Private,108385,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,53,United-States,<=50K
49,Private,157091,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,41,United-States,>50K
56,Private,279144,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
25,Private,87767,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,638,0,44,United-States,<=50K
34,Private,140353,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,41,United-States,<=50K
29,?,56516,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,39,United-States,<=50K
