customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0931-MHTEM,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),113.15,5456.85,No
2055-PDADH,Female,1,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,265.46,Yes
7515-LODFU,Male,1,No,No,73,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.1,1560.12,No
0440-UEDAI,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),106.55,5207.31,No
1337-BOZWO,Male,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),65.0,1039.32,No
0868-VJRDR,Male,0,Yes,No,74,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.95,6750.52,No
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,111.65,3251.7,Yes
6344-SFJVH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),27.1,533.01,No
3950-VPYJB,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,70.4,3654.12,No
8041-TMEID,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),112.9,7049.98,No
7321-ZNSLA,Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.65,591.64,No
6941-KXRRV,Female,1,Yes,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.25,3026.71,No
3721-CNEYS,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.35,221.15,Yes
8727-JQFHV,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.85,1173.99,No
9475-NNDGC,Male,0,Yes,No,78,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,7957.12,No
1355-KUSBG,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.1,367.09,No
3688-FTHLT,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.05,1251.85,No
0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.95,3541.93,No
2568-OIADY,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.4,3960.17,Yes
1384-RCUXW,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.85,1277.65,No
5825-XJOCM,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),82.0,3265.91,No
6848-YLDFR,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.0,4500.6,No
8125-QPFJD,Female,0,Yes,No,81,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.5,6155.06,No
2320-YKQBO,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.8,320.4,No
1193-RTSLK,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.8,3269.27,Yes
2302-ANTDP,Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,128.95,5589.55,Yes
5923-GXUOC,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.5,1133.52,Yes
4973-RLZVI,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),85.25,2438.98,No
7869-ZYDST,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1917.55,No
4501-UYKBC,Female,1,No,No,54,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.2,3318.59,No
1215-EXRMO,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.75,1287.97,No
2305-MRGLV,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.85,2298.95,No
8404-VIOMB,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.1,4253.36,No
5233-GEEAX,Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.6,381.72,Yes
2359-KLTEK,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.6,4016.91,No
5304-EFJLP,Male,1,Yes,No,78,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),129.15,8246.85,No
2673-ZALNP,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.5,398.21,No
9184-GALIL,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.95,842.0,No
4393-RYCRE,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.45,4635.6,No
9746-MDMBK,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.65,5320.26,No
3162-ZJZFU,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.65,5017.14,No
8404-GFGCZ,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.6,520.1,No
8875-AKBYH,Male,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.65,1851.44,No
4432-ADRLB,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.25,305.46,Yes
0533-UCAAU,Male,1,Yes,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),86.5,4346.46,No
1394-SUIUH,Female,1,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.75,3881.7,No
3521-MNKLV,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.8,1351.2,No
2533-TIBIX,Male,0,Yes,Yes,25,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),39.3,588.86,No
8993-PHFWD,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.65,256.18,Yes
1565-RHDJD,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.25,336.07,Yes
7137-RYLPP,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.4,3273.56,Yes
3765-JXVKY,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,89.5,277.46,Yes
5092-STPKP,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),74.25,1599.58,No
7330-WZLNC,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,103.0,608.0,Yes
0114-PEGZZ,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,125.95,3882.86,No
3359-DSRKA,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.25,1216.93,No
8639-NHQEI,Female,0,Yes,Yes,80,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),114.1,7199.85,No
7161-DFHUF,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.95,1752.01,No
3957-LXOLK,Female,1,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.95,3441.62,Yes
3720-DBRWL,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.85,4392.5,No
6635-MYYYZ,Female,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.75,2768.78,Yes
8565-WUXZU,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),101.4,6369.07,No
5281-BUZGT,Male,1,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.75,3475.12,Yes
4994-OBRSZ,Male,0,No,Yes,22,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),97.0,1318.14,No
0562-FGDCR,Female,0,Yes,Yes,77,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,92.15,5645.37,No
2436-QBZFP,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.3,1113.21,No
3420-YJLQT,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,155.89,No
6040-CGACY,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.4,545.04,No
6582-PLFUU,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1146.27,No
8242-PDSGJ,Male,0,Yes,No,80,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),44.75,2768.91,No
0264-CNITK,Female,0,Yes,Yes,82,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.4,1591.72,No
0089-IIQKO,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.95,3843.6,No
7839-NUIAA,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.6,3814.0,No
6075-QMNRR,Female,0,No,No,60,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.85,2691.64,No
5378-IKEEG,Female,0,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,292.79,Yes
5966-EMAZU,Male,0,Yes,No,73,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,116.3,6984.59,No
0440-EKDCF,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),76.35,3954.08,No
4774-HHGGS,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.05,903.55,No
2718-GAXQD,Female,1,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.1,371.95,Yes
2055-BFOCC,Male,1,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.0,5383.15,No
8180-AKMJV,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.95,77.43,No
4298-OYIFC,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.65,1778.88,No
5566-SOEZD,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),95.75,2404.54,No
9842-EFSYY,Female,0,No,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.0,318.95,No
2272-WUSPA,Female,0,Yes,No,73,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,114.15,7794.54,No
4584-LBNMK,Male,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.1,1305.01,No
3898-GUYTS,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.05,4508.35,No
0930-EHUZA,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,89.85,2794.0,No
6413-XKKPU,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.4,1782.45,Yes
9975-SKRNR,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.7,178.2,No
3703-KBKZP,Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.55,1370.55,No
1449-XQEMT,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.1,187.42,Yes
2626-URJFX,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.2,378.12,Yes
4973-MGTON,Female,0,Yes,No,82,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.5,6238.64,No
3682-YEUWS,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.8,437.48,No
1223-UNPKS,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,473.98,No
2612-RRIDN,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.0,367.05,Yes
4735-ASGMA,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,2575.56,Yes
3446-QDSZF,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.5,430.55,No
3669-LVWZB,Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.8,415.95,Yes
6892-EZDTG,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.35,553.09,Yes
5117-IFGPS,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,2376.79,No
7379-FNIUJ,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.5,436.4,No
1627-AFWVJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.4,594.15,No
9725-SCPZG,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,149.33,Yes
5884-GCYMI,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.2,287.44,Yes
3217-FZDMN,Female,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.05,945.75,Yes
4486-EFAEB,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.7,356.23,No
0060-FUALY,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,113.55,5828.89,No
7853-GVUDZ,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.15,60.05,Yes
7480-QNVZJ,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,4898.3,Yes
6954-OOYZZ,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.85,911.8,No
7088-FBAWU,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.15,1260.8,No
8313-AFGBW,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,82.0,3628.49,No
3943-KDREE,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.45,1841.6,Yes
9239-ZBZZV,Female,0,No,No,10,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.85,521.69,Yes
3097-IDVPU,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.7,1105.45,No
4398-HSCJH,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.8,390.43,Yes
2197-OMWGI,Female,1,Yes,Yes,76,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,65.9,3823.95,No
2303-PJYHN,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.55,271.48,No
9795-VOWON,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),32.95,260.07,No
1237-WIYYZ,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.65,428.62,No
1987-AUELQ,Female,0,Yes,No,73,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.15,2119.86,No
7852-LECYP,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),98.0,1314.34,No
4430-UZIPO,Male,0,No,No,9,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.65,282.78,Yes
4822-LPTYJ,Male,0,Yes,No,77,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.85,7459.95,No
8165-CBKXO,Male,0,Yes,Yes,76,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.15,3889.84,No
6527-PZFPV,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.5,478.4,No
4855-SNKMY,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.5,195.38,Yes
9593-CVZKR,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.55,1647.52,No
8595-SIZNC,Female,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.1,819.4,No
8008-HAWED,Male,0,No,No,24,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.15,900.63,Yes
7124-UGSUR,Female,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),124.8,6660.0,Yes
1862-SKORY,Female,1,Yes,No,48,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.0,1722.49,Yes
5236-XMZJY,Female,0,No,No,51,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.85,2693.35,No
4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.4,6161.0,No
2694-CIUMO,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.25,1176.48,No
5846-ABOBJ,Male,0,Yes,No,81,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.85,1885.65,No
1439-LCGVL,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.9,747.33,No
0909-SDHNU,Female,0,No,Yes,17,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,31.9,228.83,No
4647-XXZAM,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.0,488.15,No
1502-XFCVR,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,115.95,6277.9,Yes
7740-KKCXF,Male,0,Yes,No,61,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.35,1700.42,No
5360-XGYAZ,Male,0,Yes,Yes,75,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.75,4777.09,No
9692-TUSXH,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,1922.95,Yes
7912-SYRQT,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,691.32,Yes
3557-HTYWR,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,91.65,3733.9,No
4816-JBHOV,Male,1,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.5,127.86,Yes
8920-NAVAY,Male,1,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7152.91,No
1699-TLDLZ,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,376.95,No
5600-PDUJF,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.1,410.74,No
8292-TYSPY,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.1,1203.7,Yes
0567-XRHCU,Female,0,Yes,Yes,78,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),48.25,3014.71,No
1867-BDVFH,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.85,996.7,Yes
2067-QYTCF,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,125.25,7146.57,No
2359-QWQUL,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.9,4164.99,Yes
9103-TCIHJ,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,1080.7,Yes
7407-SUJIZ,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.9,725.97,No
9150-KPBJQ,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.95,330.38,No
0052-DCKON,Male,0,Yes,No,74,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),132.2,8160.27,No
3654-ARMGP,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.45,5415.63,No
9699-UBQFS,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.9,4162.04,No
9367-TCUYN,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.1,397.8,No
1261-FWTTE,Male,1,No,No,30,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.95,936.03,No
3528-HFRIQ,Male,1,Yes,No,73,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.9,3931.37,No
0708-SJDIS,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,74.7,2292.33,No
4140-WJAWW,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.45,127.57,Yes
2073-QBVBI,Female,0,Yes,No,43,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,48.65,1575.13,No
6928-ONTRW,Female,0,Yes,Yes,73,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.7,1440.8,No
3320-VEOYC,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.9,1289.16,No
5231-FIQPA,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.45,881.01,No
